commodities,sectors,table,subtable
722,511,supply,intermediate_supply
722,512,supply,intermediate_supply
722,513,supply,intermediate_supply
722,514,supply,intermediate_supply
722,523,supply,intermediate_supply
722,524,supply,intermediate_supply
722,525,supply,intermediate_supply
722,561,supply,intermediate_supply
722,562,supply,intermediate_supply
722,621,supply,intermediate_supply
722,622,supply,intermediate_supply
722,623,supply,intermediate_supply
722,624,supply,intermediate_supply
722,713,supply,intermediate_supply
722,721,supply,intermediate_supply
722,722,supply,intermediate_supply
722,5411,supply,intermediate_supply
722,5415,supply,intermediate_supply
722,111CA,supply,intermediate_supply
722,113FF,supply,intermediate_supply
722,311FT,supply,intermediate_supply
722,313TT,supply,intermediate_supply
722,315AL,supply,intermediate_supply
722,3361MV,supply,intermediate_supply
722,3364OT,supply,intermediate_supply
722,487OS,supply,intermediate_supply
722,4A0,supply,intermediate_supply
722,521CI,supply,intermediate_supply
722,532RL,supply,intermediate_supply
722,5412OP,supply,intermediate_supply
722,711AS,supply,intermediate_supply
722,GFE,supply,intermediate_supply
722,GFGD,supply,intermediate_supply
722,GFGN,supply,intermediate_supply
722,GSLE,supply,intermediate_supply
722,GSLG,supply,intermediate_supply
722,HS,supply,intermediate_supply
722,ORE,supply,intermediate_supply
5411,22,supply,intermediate_supply
5411,23,supply,intermediate_supply
5411,42,supply,intermediate_supply
5411,55,supply,intermediate_supply
5411,61,supply,intermediate_supply
5411,81,supply,intermediate_supply
5411,211,supply,intermediate_supply
5411,212,supply,intermediate_supply
5411,213,supply,intermediate_supply
5411,321,supply,intermediate_supply
5411,322,supply,intermediate_supply
5411,323,supply,intermediate_supply
5411,324,supply,intermediate_supply
5411,325,supply,intermediate_supply
5411,326,supply,intermediate_supply
5411,327,supply,intermediate_supply
5411,331,supply,intermediate_supply
5411,332,supply,intermediate_supply
5411,333,supply,intermediate_supply
5411,334,supply,intermediate_supply
5411,335,supply,intermediate_supply
5411,337,supply,intermediate_supply
5411,339,supply,intermediate_supply
5411,441,supply,intermediate_supply
5411,445,supply,intermediate_supply
5411,452,supply,intermediate_supply
5411,481,supply,intermediate_supply
5411,482,supply,intermediate_supply
5411,483,supply,intermediate_supply
5411,484,supply,intermediate_supply
5411,485,supply,intermediate_supply
5411,486,supply,intermediate_supply
5411,493,supply,intermediate_supply
5411,511,supply,intermediate_supply
5411,512,supply,intermediate_supply
5411,513,supply,intermediate_supply
5411,514,supply,intermediate_supply
5411,523,supply,intermediate_supply
5411,524,supply,intermediate_supply
5411,525,supply,intermediate_supply
5411,561,supply,intermediate_supply
5411,562,supply,intermediate_supply
5411,621,supply,intermediate_supply
5411,622,supply,intermediate_supply
5411,623,supply,intermediate_supply
5411,624,supply,intermediate_supply
5411,713,supply,intermediate_supply
5411,721,supply,intermediate_supply
5411,722,supply,intermediate_supply
5411,5411,supply,intermediate_supply
5411,5415,supply,intermediate_supply
5411,111CA,supply,intermediate_supply
5411,113FF,supply,intermediate_supply
5411,311FT,supply,intermediate_supply
5411,313TT,supply,intermediate_supply
5411,315AL,supply,intermediate_supply
5411,3361MV,supply,intermediate_supply
5411,3364OT,supply,intermediate_supply
5411,487OS,supply,intermediate_supply
5411,4A0,supply,intermediate_supply
5411,521CI,supply,intermediate_supply
5411,532RL,supply,intermediate_supply
5411,5412OP,supply,intermediate_supply
5411,711AS,supply,intermediate_supply
5411,GFE,supply,intermediate_supply
5411,GFGD,supply,intermediate_supply
5411,GFGN,supply,intermediate_supply
5411,GSLE,supply,intermediate_supply
5411,GSLG,supply,intermediate_supply
5411,HS,supply,intermediate_supply
5411,ORE,supply,intermediate_supply
5415,22,supply,intermediate_supply
5415,23,supply,intermediate_supply
5415,42,supply,intermediate_supply
5415,55,supply,intermediate_supply
5415,61,supply,intermediate_supply
5415,81,supply,intermediate_supply
5415,211,supply,intermediate_supply
5415,212,supply,intermediate_supply
5415,213,supply,intermediate_supply
5415,321,supply,intermediate_supply
5415,322,supply,intermediate_supply
5415,323,supply,intermediate_supply
5415,324,supply,intermediate_supply
5415,325,supply,intermediate_supply
5415,326,supply,intermediate_supply
5415,327,supply,intermediate_supply
5415,331,supply,intermediate_supply
5415,332,supply,intermediate_supply
5415,333,supply,intermediate_supply
5415,334,supply,intermediate_supply
5415,335,supply,intermediate_supply
5415,337,supply,intermediate_supply
5415,339,supply,intermediate_supply
5415,441,supply,intermediate_supply
5415,445,supply,intermediate_supply
5415,452,supply,intermediate_supply
5415,481,supply,intermediate_supply
5415,482,supply,intermediate_supply
5415,483,supply,intermediate_supply
5415,484,supply,intermediate_supply
5415,485,supply,intermediate_supply
5415,486,supply,intermediate_supply
5415,493,supply,intermediate_supply
5415,511,supply,intermediate_supply
5415,512,supply,intermediate_supply
5415,513,supply,intermediate_supply
5415,514,supply,intermediate_supply
5415,523,supply,intermediate_supply
5415,524,supply,intermediate_supply
5415,525,supply,intermediate_supply
5415,561,supply,intermediate_supply
5415,562,supply,intermediate_supply
5415,621,supply,intermediate_supply
5415,622,supply,intermediate_supply
5415,623,supply,intermediate_supply
5415,624,supply,intermediate_supply
5415,713,supply,intermediate_supply
5415,721,supply,intermediate_supply
5415,722,supply,intermediate_supply
5415,5411,supply,intermediate_supply
5415,5415,supply,intermediate_supply
5415,111CA,supply,intermediate_supply
5415,113FF,supply,intermediate_supply
5415,311FT,supply,intermediate_supply
5415,313TT,supply,intermediate_supply
5415,315AL,supply,intermediate_supply
5415,3361MV,supply,intermediate_supply
5415,3364OT,supply,intermediate_supply
5415,487OS,supply,intermediate_supply
5415,4A0,supply,intermediate_supply
5415,521CI,supply,intermediate_supply
5415,532RL,supply,intermediate_supply
5415,5412OP,supply,intermediate_supply
5415,711AS,supply,intermediate_supply
5415,GFE,supply,intermediate_supply
5415,GFGD,supply,intermediate_supply
5415,GFGN,supply,intermediate_supply
5415,GSLE,supply,intermediate_supply
5415,GSLG,supply,intermediate_supply
5415,HS,supply,intermediate_supply
5415,ORE,supply,intermediate_supply
111CA,22,supply,intermediate_supply
111CA,23,supply,intermediate_supply
111CA,42,supply,intermediate_supply
111CA,55,supply,intermediate_supply
111CA,61,supply,intermediate_supply
111CA,81,supply,intermediate_supply
111CA,211,supply,intermediate_supply
111CA,212,supply,intermediate_supply
111CA,213,supply,intermediate_supply
111CA,321,supply,intermediate_supply
111CA,322,supply,intermediate_supply
111CA,323,supply,intermediate_supply
111CA,324,supply,intermediate_supply
111CA,325,supply,intermediate_supply
111CA,326,supply,intermediate_supply
111CA,327,supply,intermediate_supply
111CA,331,supply,intermediate_supply
111CA,332,supply,intermediate_supply
111CA,333,supply,intermediate_supply
111CA,334,supply,intermediate_supply
111CA,335,supply,intermediate_supply
111CA,337,supply,intermediate_supply
111CA,339,supply,intermediate_supply
111CA,441,supply,intermediate_supply
111CA,445,supply,intermediate_supply
111CA,452,supply,intermediate_supply
111CA,481,supply,intermediate_supply
111CA,482,supply,intermediate_supply
111CA,483,supply,intermediate_supply
111CA,484,supply,intermediate_supply
111CA,485,supply,intermediate_supply
111CA,486,supply,intermediate_supply
111CA,493,supply,intermediate_supply
111CA,511,supply,intermediate_supply
111CA,512,supply,intermediate_supply
111CA,513,supply,intermediate_supply
111CA,514,supply,intermediate_supply
111CA,523,supply,intermediate_supply
111CA,524,supply,intermediate_supply
111CA,525,supply,intermediate_supply
111CA,561,supply,intermediate_supply
111CA,562,supply,intermediate_supply
111CA,621,supply,intermediate_supply
111CA,622,supply,intermediate_supply
111CA,623,supply,intermediate_supply
111CA,624,supply,intermediate_supply
111CA,713,supply,intermediate_supply
111CA,721,supply,intermediate_supply
111CA,722,supply,intermediate_supply
111CA,5411,supply,intermediate_supply
111CA,5415,supply,intermediate_supply
111CA,111CA,supply,intermediate_supply
111CA,113FF,supply,intermediate_supply
111CA,311FT,supply,intermediate_supply
111CA,313TT,supply,intermediate_supply
111CA,315AL,supply,intermediate_supply
111CA,3361MV,supply,intermediate_supply
111CA,3364OT,supply,intermediate_supply
111CA,487OS,supply,intermediate_supply
111CA,4A0,supply,intermediate_supply
111CA,521CI,supply,intermediate_supply
111CA,532RL,supply,intermediate_supply
111CA,5412OP,supply,intermediate_supply
111CA,711AS,supply,intermediate_supply
111CA,GFE,supply,intermediate_supply
111CA,GFGD,supply,intermediate_supply
111CA,GFGN,supply,intermediate_supply
111CA,GSLE,supply,intermediate_supply
111CA,GSLG,supply,intermediate_supply
111CA,HS,supply,intermediate_supply
111CA,ORE,supply,intermediate_supply
113FF,22,supply,intermediate_supply
113FF,23,supply,intermediate_supply
113FF,42,supply,intermediate_supply
113FF,55,supply,intermediate_supply
113FF,61,supply,intermediate_supply
113FF,81,supply,intermediate_supply
113FF,211,supply,intermediate_supply
113FF,212,supply,intermediate_supply
113FF,213,supply,intermediate_supply
113FF,321,supply,intermediate_supply
113FF,322,supply,intermediate_supply
113FF,323,supply,intermediate_supply
113FF,324,supply,intermediate_supply
113FF,325,supply,intermediate_supply
113FF,326,supply,intermediate_supply
113FF,327,supply,intermediate_supply
113FF,331,supply,intermediate_supply
113FF,332,supply,intermediate_supply
113FF,333,supply,intermediate_supply
113FF,334,supply,intermediate_supply
113FF,335,supply,intermediate_supply
113FF,337,supply,intermediate_supply
113FF,339,supply,intermediate_supply
113FF,441,supply,intermediate_supply
113FF,445,supply,intermediate_supply
113FF,452,supply,intermediate_supply
113FF,481,supply,intermediate_supply
113FF,482,supply,intermediate_supply
113FF,483,supply,intermediate_supply
113FF,484,supply,intermediate_supply
113FF,485,supply,intermediate_supply
113FF,486,supply,intermediate_supply
113FF,493,supply,intermediate_supply
113FF,511,supply,intermediate_supply
113FF,512,supply,intermediate_supply
113FF,513,supply,intermediate_supply
113FF,514,supply,intermediate_supply
113FF,523,supply,intermediate_supply
113FF,524,supply,intermediate_supply
113FF,525,supply,intermediate_supply
113FF,561,supply,intermediate_supply
113FF,562,supply,intermediate_supply
113FF,621,supply,intermediate_supply
113FF,622,supply,intermediate_supply
113FF,623,supply,intermediate_supply
113FF,624,supply,intermediate_supply
113FF,713,supply,intermediate_supply
113FF,721,supply,intermediate_supply
113FF,722,supply,intermediate_supply
113FF,5411,supply,intermediate_supply
113FF,5415,supply,intermediate_supply
113FF,111CA,supply,intermediate_supply
113FF,113FF,supply,intermediate_supply
113FF,311FT,supply,intermediate_supply
113FF,313TT,supply,intermediate_supply
113FF,315AL,supply,intermediate_supply
113FF,3361MV,supply,intermediate_supply
113FF,3364OT,supply,intermediate_supply
113FF,487OS,supply,intermediate_supply
113FF,4A0,supply,intermediate_supply
113FF,521CI,supply,intermediate_supply
113FF,532RL,supply,intermediate_supply
113FF,5412OP,supply,intermediate_supply
113FF,711AS,supply,intermediate_supply
113FF,GFE,supply,intermediate_supply
113FF,GFGD,supply,intermediate_supply
113FF,GFGN,supply,intermediate_supply
113FF,GSLE,supply,intermediate_supply
113FF,GSLG,supply,intermediate_supply
113FF,HS,supply,intermediate_supply
113FF,ORE,supply,intermediate_supply
311FT,22,supply,intermediate_supply
311FT,23,supply,intermediate_supply
311FT,42,supply,intermediate_supply
311FT,55,supply,intermediate_supply
311FT,61,supply,intermediate_supply
311FT,81,supply,intermediate_supply
311FT,211,supply,intermediate_supply
311FT,212,supply,intermediate_supply
311FT,213,supply,intermediate_supply
311FT,321,supply,intermediate_supply
311FT,322,supply,intermediate_supply
311FT,323,supply,intermediate_supply
311FT,324,supply,intermediate_supply
311FT,325,supply,intermediate_supply
311FT,326,supply,intermediate_supply
311FT,327,supply,intermediate_supply
311FT,331,supply,intermediate_supply
311FT,332,supply,intermediate_supply
311FT,333,supply,intermediate_supply
311FT,334,supply,intermediate_supply
311FT,335,supply,intermediate_supply
311FT,337,supply,intermediate_supply
311FT,339,supply,intermediate_supply
311FT,441,supply,intermediate_supply
311FT,445,supply,intermediate_supply
311FT,452,supply,intermediate_supply
311FT,481,supply,intermediate_supply
311FT,482,supply,intermediate_supply
311FT,483,supply,intermediate_supply
311FT,484,supply,intermediate_supply
311FT,485,supply,intermediate_supply
311FT,486,supply,intermediate_supply
311FT,493,supply,intermediate_supply
311FT,511,supply,intermediate_supply
311FT,512,supply,intermediate_supply
311FT,513,supply,intermediate_supply
311FT,514,supply,intermediate_supply
311FT,523,supply,intermediate_supply
311FT,524,supply,intermediate_supply
311FT,525,supply,intermediate_supply
311FT,561,supply,intermediate_supply
311FT,562,supply,intermediate_supply
311FT,621,supply,intermediate_supply
311FT,622,supply,intermediate_supply
311FT,623,supply,intermediate_supply
311FT,624,supply,intermediate_supply
311FT,713,supply,intermediate_supply
311FT,721,supply,intermediate_supply
311FT,722,supply,intermediate_supply
311FT,5411,supply,intermediate_supply
311FT,5415,supply,intermediate_supply
311FT,111CA,supply,intermediate_supply
311FT,113FF,supply,intermediate_supply
311FT,311FT,supply,intermediate_supply
311FT,313TT,supply,intermediate_supply
311FT,315AL,supply,intermediate_supply
311FT,3361MV,supply,intermediate_supply
311FT,3364OT,supply,intermediate_supply
311FT,487OS,supply,intermediate_supply
311FT,4A0,supply,intermediate_supply
311FT,521CI,supply,intermediate_supply
311FT,532RL,supply,intermediate_supply
311FT,5412OP,supply,intermediate_supply
311FT,711AS,supply,intermediate_supply
311FT,GFE,supply,intermediate_supply
311FT,GFGD,supply,intermediate_supply
311FT,GFGN,supply,intermediate_supply
311FT,GSLE,supply,intermediate_supply
311FT,GSLG,supply,intermediate_supply
311FT,HS,supply,intermediate_supply
311FT,ORE,supply,intermediate_supply
313TT,22,supply,intermediate_supply
313TT,23,supply,intermediate_supply
313TT,42,supply,intermediate_supply
313TT,55,supply,intermediate_supply
313TT,61,supply,intermediate_supply
313TT,81,supply,intermediate_supply
313TT,211,supply,intermediate_supply
313TT,212,supply,intermediate_supply
313TT,213,supply,intermediate_supply
313TT,321,supply,intermediate_supply
313TT,322,supply,intermediate_supply
313TT,323,supply,intermediate_supply
313TT,324,supply,intermediate_supply
313TT,325,supply,intermediate_supply
313TT,326,supply,intermediate_supply
313TT,327,supply,intermediate_supply
313TT,331,supply,intermediate_supply
313TT,332,supply,intermediate_supply
313TT,333,supply,intermediate_supply
313TT,334,supply,intermediate_supply
313TT,335,supply,intermediate_supply
313TT,337,supply,intermediate_supply
313TT,339,supply,intermediate_supply
313TT,441,supply,intermediate_supply
313TT,445,supply,intermediate_supply
313TT,452,supply,intermediate_supply
313TT,481,supply,intermediate_supply
313TT,482,supply,intermediate_supply
313TT,483,supply,intermediate_supply
313TT,484,supply,intermediate_supply
313TT,485,supply,intermediate_supply
313TT,486,supply,intermediate_supply
313TT,493,supply,intermediate_supply
313TT,511,supply,intermediate_supply
313TT,512,supply,intermediate_supply
313TT,513,supply,intermediate_supply
313TT,514,supply,intermediate_supply
313TT,523,supply,intermediate_supply
313TT,524,supply,intermediate_supply
313TT,525,supply,intermediate_supply
313TT,561,supply,intermediate_supply
313TT,562,supply,intermediate_supply
313TT,621,supply,intermediate_supply
313TT,622,supply,intermediate_supply
313TT,623,supply,intermediate_supply
313TT,624,supply,intermediate_supply
313TT,713,supply,intermediate_supply
313TT,721,supply,intermediate_supply
313TT,722,supply,intermediate_supply
313TT,5411,supply,intermediate_supply
313TT,5415,supply,intermediate_supply
313TT,111CA,supply,intermediate_supply
313TT,113FF,supply,intermediate_supply
313TT,311FT,supply,intermediate_supply
313TT,313TT,supply,intermediate_supply
313TT,315AL,supply,intermediate_supply
313TT,3361MV,supply,intermediate_supply
313TT,3364OT,supply,intermediate_supply
313TT,487OS,supply,intermediate_supply
313TT,4A0,supply,intermediate_supply
313TT,521CI,supply,intermediate_supply
313TT,532RL,supply,intermediate_supply
313TT,5412OP,supply,intermediate_supply
313TT,711AS,supply,intermediate_supply
313TT,GFE,supply,intermediate_supply
313TT,GFGD,supply,intermediate_supply
313TT,GFGN,supply,intermediate_supply
313TT,GSLE,supply,intermediate_supply
313TT,GSLG,supply,intermediate_supply
313TT,HS,supply,intermediate_supply
313TT,ORE,supply,intermediate_supply
315AL,22,supply,intermediate_supply
315AL,23,supply,intermediate_supply
315AL,42,supply,intermediate_supply
315AL,55,supply,intermediate_supply
315AL,61,supply,intermediate_supply
315AL,81,supply,intermediate_supply
315AL,211,supply,intermediate_supply
315AL,212,supply,intermediate_supply
315AL,213,supply,intermediate_supply
315AL,321,supply,intermediate_supply
315AL,322,supply,intermediate_supply
315AL,323,supply,intermediate_supply
315AL,324,supply,intermediate_supply
315AL,325,supply,intermediate_supply
315AL,326,supply,intermediate_supply
315AL,327,supply,intermediate_supply
315AL,331,supply,intermediate_supply
315AL,332,supply,intermediate_supply
315AL,333,supply,intermediate_supply
315AL,334,supply,intermediate_supply
315AL,335,supply,intermediate_supply
315AL,337,supply,intermediate_supply
315AL,339,supply,intermediate_supply
315AL,441,supply,intermediate_supply
315AL,445,supply,intermediate_supply
315AL,452,supply,intermediate_supply
315AL,481,supply,intermediate_supply
315AL,482,supply,intermediate_supply
315AL,483,supply,intermediate_supply
315AL,484,supply,intermediate_supply
315AL,485,supply,intermediate_supply
315AL,486,supply,intermediate_supply
315AL,493,supply,intermediate_supply
315AL,511,supply,intermediate_supply
315AL,512,supply,intermediate_supply
315AL,513,supply,intermediate_supply
315AL,514,supply,intermediate_supply
315AL,523,supply,intermediate_supply
315AL,524,supply,intermediate_supply
315AL,525,supply,intermediate_supply
315AL,561,supply,intermediate_supply
315AL,562,supply,intermediate_supply
315AL,621,supply,intermediate_supply
315AL,622,supply,intermediate_supply
315AL,623,supply,intermediate_supply
315AL,624,supply,intermediate_supply
315AL,713,supply,intermediate_supply
315AL,721,supply,intermediate_supply
315AL,722,supply,intermediate_supply
315AL,5411,supply,intermediate_supply
315AL,5415,supply,intermediate_supply
315AL,111CA,supply,intermediate_supply
315AL,113FF,supply,intermediate_supply
315AL,311FT,supply,intermediate_supply
315AL,313TT,supply,intermediate_supply
315AL,315AL,supply,intermediate_supply
315AL,3361MV,supply,intermediate_supply
315AL,3364OT,supply,intermediate_supply
315AL,487OS,supply,intermediate_supply
315AL,4A0,supply,intermediate_supply
315AL,521CI,supply,intermediate_supply
315AL,532RL,supply,intermediate_supply
315AL,5412OP,supply,intermediate_supply
315AL,711AS,supply,intermediate_supply
315AL,GFE,supply,intermediate_supply
315AL,GFGD,supply,intermediate_supply
315AL,GFGN,supply,intermediate_supply
315AL,GSLE,supply,intermediate_supply
315AL,GSLG,supply,intermediate_supply
315AL,HS,supply,intermediate_supply
315AL,ORE,supply,intermediate_supply
3361MV,22,supply,intermediate_supply
3361MV,23,supply,intermediate_supply
3361MV,42,supply,intermediate_supply
3361MV,55,supply,intermediate_supply
3361MV,61,supply,intermediate_supply
3361MV,81,supply,intermediate_supply
3361MV,211,supply,intermediate_supply
3361MV,212,supply,intermediate_supply
3361MV,213,supply,intermediate_supply
3361MV,321,supply,intermediate_supply
3361MV,322,supply,intermediate_supply
3361MV,323,supply,intermediate_supply
3361MV,324,supply,intermediate_supply
3361MV,325,supply,intermediate_supply
3361MV,326,supply,intermediate_supply
3361MV,327,supply,intermediate_supply
3361MV,331,supply,intermediate_supply
3361MV,332,supply,intermediate_supply
3361MV,333,supply,intermediate_supply
3361MV,334,supply,intermediate_supply
3361MV,335,supply,intermediate_supply
3361MV,337,supply,intermediate_supply
3361MV,339,supply,intermediate_supply
3361MV,441,supply,intermediate_supply
3361MV,445,supply,intermediate_supply
3361MV,452,supply,intermediate_supply
3361MV,481,supply,intermediate_supply
3361MV,482,supply,intermediate_supply
3361MV,483,supply,intermediate_supply
3361MV,484,supply,intermediate_supply
3361MV,485,supply,intermediate_supply
3361MV,486,supply,intermediate_supply
3361MV,493,supply,intermediate_supply
3361MV,511,supply,intermediate_supply
3361MV,512,supply,intermediate_supply
3361MV,513,supply,intermediate_supply
3361MV,514,supply,intermediate_supply
3361MV,523,supply,intermediate_supply
3361MV,524,supply,intermediate_supply
3361MV,525,supply,intermediate_supply
3361MV,561,supply,intermediate_supply
3361MV,562,supply,intermediate_supply
3361MV,621,supply,intermediate_supply
3361MV,622,supply,intermediate_supply
3361MV,623,supply,intermediate_supply
3361MV,624,supply,intermediate_supply
3361MV,713,supply,intermediate_supply
3361MV,721,supply,intermediate_supply
3361MV,722,supply,intermediate_supply
3361MV,5411,supply,intermediate_supply
3361MV,5415,supply,intermediate_supply
3361MV,111CA,supply,intermediate_supply
3361MV,113FF,supply,intermediate_supply
3361MV,311FT,supply,intermediate_supply
3361MV,313TT,supply,intermediate_supply
3361MV,315AL,supply,intermediate_supply
3361MV,3361MV,supply,intermediate_supply
3361MV,3364OT,supply,intermediate_supply
3361MV,487OS,supply,intermediate_supply
3361MV,4A0,supply,intermediate_supply
3361MV,521CI,supply,intermediate_supply
3361MV,532RL,supply,intermediate_supply
3361MV,5412OP,supply,intermediate_supply
3361MV,711AS,supply,intermediate_supply
3361MV,GFE,supply,intermediate_supply
3361MV,GFGD,supply,intermediate_supply
3361MV,GFGN,supply,intermediate_supply
3361MV,GSLE,supply,intermediate_supply
3361MV,GSLG,supply,intermediate_supply
3361MV,HS,supply,intermediate_supply
3361MV,ORE,supply,intermediate_supply
3364OT,22,supply,intermediate_supply
3364OT,23,supply,intermediate_supply
3364OT,42,supply,intermediate_supply
3364OT,55,supply,intermediate_supply
3364OT,61,supply,intermediate_supply
3364OT,81,supply,intermediate_supply
3364OT,211,supply,intermediate_supply
3364OT,212,supply,intermediate_supply
3364OT,213,supply,intermediate_supply
3364OT,321,supply,intermediate_supply
3364OT,322,supply,intermediate_supply
3364OT,323,supply,intermediate_supply
3364OT,324,supply,intermediate_supply
3364OT,325,supply,intermediate_supply
3364OT,326,supply,intermediate_supply
3364OT,327,supply,intermediate_supply
3364OT,331,supply,intermediate_supply
3364OT,332,supply,intermediate_supply
3364OT,333,supply,intermediate_supply
3364OT,334,supply,intermediate_supply
3364OT,335,supply,intermediate_supply
3364OT,337,supply,intermediate_supply
3364OT,339,supply,intermediate_supply
3364OT,441,supply,intermediate_supply
3364OT,445,supply,intermediate_supply
3364OT,452,supply,intermediate_supply
3364OT,481,supply,intermediate_supply
3364OT,482,supply,intermediate_supply
3364OT,483,supply,intermediate_supply
3364OT,484,supply,intermediate_supply
3364OT,485,supply,intermediate_supply
3364OT,486,supply,intermediate_supply
3364OT,493,supply,intermediate_supply
3364OT,511,supply,intermediate_supply
3364OT,512,supply,intermediate_supply
3364OT,513,supply,intermediate_supply
3364OT,514,supply,intermediate_supply
3364OT,523,supply,intermediate_supply
3364OT,524,supply,intermediate_supply
3364OT,525,supply,intermediate_supply
3364OT,561,supply,intermediate_supply
3364OT,562,supply,intermediate_supply
3364OT,621,supply,intermediate_supply
3364OT,622,supply,intermediate_supply
3364OT,623,supply,intermediate_supply
3364OT,624,supply,intermediate_supply
3364OT,713,supply,intermediate_supply
3364OT,721,supply,intermediate_supply
3364OT,722,supply,intermediate_supply
3364OT,5411,supply,intermediate_supply
3364OT,5415,supply,intermediate_supply
3364OT,111CA,supply,intermediate_supply
3364OT,113FF,supply,intermediate_supply
3364OT,311FT,supply,intermediate_supply
3364OT,313TT,supply,intermediate_supply
3364OT,315AL,supply,intermediate_supply
3364OT,3361MV,supply,intermediate_supply
3364OT,3364OT,supply,intermediate_supply
3364OT,487OS,supply,intermediate_supply
3364OT,4A0,supply,intermediate_supply
3364OT,521CI,supply,intermediate_supply
3364OT,532RL,supply,intermediate_supply
3364OT,5412OP,supply,intermediate_supply
3364OT,711AS,supply,intermediate_supply
3364OT,GFE,supply,intermediate_supply
3364OT,GFGD,supply,intermediate_supply
3364OT,GFGN,supply,intermediate_supply
3364OT,GSLE,supply,intermediate_supply
3364OT,GSLG,supply,intermediate_supply
3364OT,HS,supply,intermediate_supply
3364OT,ORE,supply,intermediate_supply
487OS,22,supply,intermediate_supply
487OS,23,supply,intermediate_supply
487OS,42,supply,intermediate_supply
487OS,55,supply,intermediate_supply
487OS,61,supply,intermediate_supply
487OS,81,supply,intermediate_supply
487OS,211,supply,intermediate_supply
487OS,212,supply,intermediate_supply
487OS,213,supply,intermediate_supply
487OS,321,supply,intermediate_supply
487OS,322,supply,intermediate_supply
487OS,323,supply,intermediate_supply
487OS,324,supply,intermediate_supply
487OS,325,supply,intermediate_supply
487OS,326,supply,intermediate_supply
487OS,327,supply,intermediate_supply
487OS,331,supply,intermediate_supply
487OS,332,supply,intermediate_supply
487OS,333,supply,intermediate_supply
487OS,334,supply,intermediate_supply
487OS,335,supply,intermediate_supply
487OS,337,supply,intermediate_supply
487OS,339,supply,intermediate_supply
487OS,441,supply,intermediate_supply
487OS,445,supply,intermediate_supply
487OS,452,supply,intermediate_supply
487OS,481,supply,intermediate_supply
487OS,482,supply,intermediate_supply
487OS,483,supply,intermediate_supply
487OS,484,supply,intermediate_supply
487OS,485,supply,intermediate_supply
487OS,486,supply,intermediate_supply
487OS,493,supply,intermediate_supply
487OS,511,supply,intermediate_supply
487OS,512,supply,intermediate_supply
487OS,513,supply,intermediate_supply
487OS,514,supply,intermediate_supply
487OS,523,supply,intermediate_supply
487OS,524,supply,intermediate_supply
487OS,525,supply,intermediate_supply
487OS,561,supply,intermediate_supply
487OS,562,supply,intermediate_supply
487OS,621,supply,intermediate_supply
487OS,622,supply,intermediate_supply
487OS,623,supply,intermediate_supply
487OS,624,supply,intermediate_supply
487OS,713,supply,intermediate_supply
487OS,721,supply,intermediate_supply
487OS,722,supply,intermediate_supply
487OS,5411,supply,intermediate_supply
487OS,5415,supply,intermediate_supply
487OS,111CA,supply,intermediate_supply
487OS,113FF,supply,intermediate_supply
487OS,311FT,supply,intermediate_supply
487OS,313TT,supply,intermediate_supply
487OS,315AL,supply,intermediate_supply
487OS,3361MV,supply,intermediate_supply
487OS,3364OT,supply,intermediate_supply
487OS,487OS,supply,intermediate_supply
487OS,4A0,supply,intermediate_supply
487OS,521CI,supply,intermediate_supply
487OS,532RL,supply,intermediate_supply
487OS,5412OP,supply,intermediate_supply
487OS,711AS,supply,intermediate_supply
487OS,GFE,supply,intermediate_supply
487OS,GFGD,supply,intermediate_supply
487OS,GFGN,supply,intermediate_supply
487OS,GSLE,supply,intermediate_supply
487OS,GSLG,supply,intermediate_supply
487OS,HS,supply,intermediate_supply
487OS,ORE,supply,intermediate_supply
4A0,22,supply,intermediate_supply
4A0,23,supply,intermediate_supply
4A0,42,supply,intermediate_supply
4A0,55,supply,intermediate_supply
4A0,61,supply,intermediate_supply
4A0,81,supply,intermediate_supply
4A0,211,supply,intermediate_supply
4A0,212,supply,intermediate_supply
4A0,213,supply,intermediate_supply
4A0,321,supply,intermediate_supply
4A0,322,supply,intermediate_supply
4A0,323,supply,intermediate_supply
4A0,324,supply,intermediate_supply
4A0,325,supply,intermediate_supply
4A0,326,supply,intermediate_supply
4A0,327,supply,intermediate_supply
4A0,331,supply,intermediate_supply
4A0,332,supply,intermediate_supply
4A0,333,supply,intermediate_supply
4A0,334,supply,intermediate_supply
4A0,335,supply,intermediate_supply
4A0,337,supply,intermediate_supply
4A0,339,supply,intermediate_supply
4A0,441,supply,intermediate_supply
4A0,445,supply,intermediate_supply
4A0,452,supply,intermediate_supply
4A0,481,supply,intermediate_supply
4A0,482,supply,intermediate_supply
4A0,483,supply,intermediate_supply
4A0,484,supply,intermediate_supply
4A0,485,supply,intermediate_supply
4A0,486,supply,intermediate_supply
4A0,493,supply,intermediate_supply
4A0,511,supply,intermediate_supply
4A0,512,supply,intermediate_supply
4A0,513,supply,intermediate_supply
4A0,514,supply,intermediate_supply
4A0,523,supply,intermediate_supply
4A0,524,supply,intermediate_supply
4A0,525,supply,intermediate_supply
4A0,561,supply,intermediate_supply
4A0,562,supply,intermediate_supply
4A0,621,supply,intermediate_supply
4A0,622,supply,intermediate_supply
4A0,623,supply,intermediate_supply
4A0,624,supply,intermediate_supply
4A0,713,supply,intermediate_supply
4A0,721,supply,intermediate_supply
