commodities,sectors,table,subtable
212,445,supply,intermediate_supply
212,452,supply,intermediate_supply
212,481,supply,intermediate_supply
212,482,supply,intermediate_supply
212,483,supply,intermediate_supply
212,484,supply,intermediate_supply
212,485,supply,intermediate_supply
212,486,supply,intermediate_supply
212,493,supply,intermediate_supply
212,511,supply,intermediate_supply
212,512,supply,intermediate_supply
212,513,supply,intermediate_supply
212,514,supply,intermediate_supply
212,523,supply,intermediate_supply
212,524,supply,intermediate_supply
212,525,supply,intermediate_supply
212,561,supply,intermediate_supply
212,562,supply,intermediate_supply
212,621,supply,intermediate_supply
212,622,supply,intermediate_supply
212,623,supply,intermediate_supply
212,624,supply,intermediate_supply
212,713,supply,intermediate_supply
212,721,supply,intermediate_supply
212,722,supply,intermediate_supply
212,5411,supply,intermediate_supply
212,5415,supply,intermediate_supply
212,111CA,supply,intermediate_supply
212,113FF,supply,intermediate_supply
212,311FT,supply,intermediate_supply
212,313TT,supply,intermediate_supply
212,315AL,supply,intermediate_supply
212,3361MV,supply,intermediate_supply
212,3364OT,supply,intermediate_supply
212,487OS,supply,intermediate_supply
212,4A0,supply,intermediate_supply
212,521CI,supply,intermediate_supply
212,532RL,supply,intermediate_supply
212,5412OP,supply,intermediate_supply
212,711AS,supply,intermediate_supply
212,GFE,supply,intermediate_supply
212,GFGD,supply,intermediate_supply
212,GFGN,supply,intermediate_supply
212,GSLE,supply,intermediate_supply
212,GSLG,supply,intermediate_supply
212,HS,supply,intermediate_supply
212,ORE,supply,intermediate_supply
213,22,supply,intermediate_supply
213,23,supply,intermediate_supply
213,42,supply,intermediate_supply
213,55,supply,intermediate_supply
213,61,supply,intermediate_supply
213,81,supply,intermediate_supply
213,211,supply,intermediate_supply
213,212,supply,intermediate_supply
213,213,supply,intermediate_supply
213,321,supply,intermediate_supply
213,322,supply,intermediate_supply
213,323,supply,intermediate_supply
213,324,supply,intermediate_supply
213,325,supply,intermediate_supply
213,326,supply,intermediate_supply
213,327,supply,intermediate_supply
213,331,supply,intermediate_supply
213,332,supply,intermediate_supply
213,333,supply,intermediate_supply
213,334,supply,intermediate_supply
213,335,supply,intermediate_supply
213,337,supply,intermediate_supply
213,339,supply,intermediate_supply
213,441,supply,intermediate_supply
213,445,supply,intermediate_supply
213,452,supply,intermediate_supply
213,481,supply,intermediate_supply
213,482,supply,intermediate_supply
213,483,supply,intermediate_supply
213,484,supply,intermediate_supply
213,485,supply,intermediate_supply
213,486,supply,intermediate_supply
213,493,supply,intermediate_supply
213,511,supply,intermediate_supply
213,512,supply,intermediate_supply
213,513,supply,intermediate_supply
213,514,supply,intermediate_supply
213,523,supply,intermediate_supply
213,524,supply,intermediate_supply
213,525,supply,intermediate_supply
213,561,supply,intermediate_supply
213,562,supply,intermediate_supply
213,621,supply,intermediate_supply
213,622,supply,intermediate_supply
213,623,supply,intermediate_supply
213,624,supply,intermediate_supply
213,713,supply,intermediate_supply
213,721,supply,intermediate_supply
213,722,supply,intermediate_supply
213,5411,supply,intermediate_supply
213,5415,supply,intermediate_supply
213,111CA,supply,intermediate_supply
213,113FF,supply,intermediate_supply
213,311FT,supply,intermediate_supply
213,313TT,supply,intermediate_supply
213,315AL,supply,intermediate_supply
213,3361MV,supply,intermediate_supply
213,3364OT,supply,intermediate_supply
213,487OS,supply,intermediate_supply
213,4A0,supply,intermediate_supply
213,521CI,supply,intermediate_supply
213,532RL,supply,intermediate_supply
213,5412OP,supply,intermediate_supply
213,711AS,supply,intermediate_supply
213,GFE,supply,intermediate_supply
213,GFGD,supply,intermediate_supply
213,GFGN,supply,intermediate_supply
213,GSLE,supply,intermediate_supply
213,GSLG,supply,intermediate_supply
213,HS,supply,intermediate_supply
213,ORE,supply,intermediate_supply
321,22,supply,intermediate_supply
321,23,supply,intermediate_supply
321,42,supply,intermediate_supply
321,55,supply,intermediate_supply
321,61,supply,intermediate_supply
321,81,supply,intermediate_supply
321,211,supply,intermediate_supply
321,212,supply,intermediate_supply
321,213,supply,intermediate_supply
321,321,supply,intermediate_supply
321,322,supply,intermediate_supply
321,323,supply,intermediate_supply
321,324,supply,intermediate_supply
321,325,supply,intermediate_supply
321,326,supply,intermediate_supply
321,327,supply,intermediate_supply
321,331,supply,intermediate_supply
321,332,supply,intermediate_supply
321,333,supply,intermediate_supply
321,334,supply,intermediate_supply
321,335,supply,intermediate_supply
321,337,supply,intermediate_supply
321,339,supply,intermediate_supply
321,441,supply,intermediate_supply
321,445,supply,intermediate_supply
321,452,supply,intermediate_supply
321,481,supply,intermediate_supply
321,482,supply,intermediate_supply
321,483,supply,intermediate_supply
321,484,supply,intermediate_supply
321,485,supply,intermediate_supply
321,486,supply,intermediate_supply
321,493,supply,intermediate_supply
321,511,supply,intermediate_supply
321,512,supply,intermediate_supply
321,513,supply,intermediate_supply
321,514,supply,intermediate_supply
321,523,supply,intermediate_supply
321,524,supply,intermediate_supply
321,525,supply,intermediate_supply
321,561,supply,intermediate_supply
321,562,supply,intermediate_supply
321,621,supply,intermediate_supply
321,622,supply,intermediate_supply
321,623,supply,intermediate_supply
321,624,supply,intermediate_supply
321,713,supply,intermediate_supply
321,721,supply,intermediate_supply
321,722,supply,intermediate_supply
321,5411,supply,intermediate_supply
321,5415,supply,intermediate_supply
321,111CA,supply,intermediate_supply
321,113FF,supply,intermediate_supply
321,311FT,supply,intermediate_supply
321,313TT,supply,intermediate_supply
321,315AL,supply,intermediate_supply
321,3361MV,supply,intermediate_supply
321,3364OT,supply,intermediate_supply
321,487OS,supply,intermediate_supply
321,4A0,supply,intermediate_supply
321,521CI,supply,intermediate_supply
321,532RL,supply,intermediate_supply
321,5412OP,supply,intermediate_supply
321,711AS,supply,intermediate_supply
321,GFE,supply,intermediate_supply
321,GFGD,supply,intermediate_supply
321,GFGN,supply,intermediate_supply
321,GSLE,supply,intermediate_supply
321,GSLG,supply,intermediate_supply
321,HS,supply,intermediate_supply
321,ORE,supply,intermediate_supply
322,22,supply,intermediate_supply
322,23,supply,intermediate_supply
322,42,supply,intermediate_supply
322,55,supply,intermediate_supply
322,61,supply,intermediate_supply
322,81,supply,intermediate_supply
322,211,supply,intermediate_supply
322,212,supply,intermediate_supply
322,213,supply,intermediate_supply
322,321,supply,intermediate_supply
322,322,supply,intermediate_supply
322,323,supply,intermediate_supply
322,324,supply,intermediate_supply
322,325,supply,intermediate_supply
322,326,supply,intermediate_supply
322,327,supply,intermediate_supply
322,331,supply,intermediate_supply
322,332,supply,intermediate_supply
322,333,supply,intermediate_supply
322,334,supply,intermediate_supply
322,335,supply,intermediate_supply
322,337,supply,intermediate_supply
322,339,supply,intermediate_supply
322,441,supply,intermediate_supply
322,445,supply,intermediate_supply
322,452,supply,intermediate_supply
322,481,supply,intermediate_supply
322,482,supply,intermediate_supply
322,483,supply,intermediate_supply
322,484,supply,intermediate_supply
322,485,supply,intermediate_supply
322,486,supply,intermediate_supply
322,493,supply,intermediate_supply
322,511,supply,intermediate_supply
322,512,supply,intermediate_supply
322,513,supply,intermediate_supply
322,514,supply,intermediate_supply
322,523,supply,intermediate_supply
322,524,supply,intermediate_supply
322,525,supply,intermediate_supply
322,561,supply,intermediate_supply
322,562,supply,intermediate_supply
322,621,supply,intermediate_supply
322,622,supply,intermediate_supply
322,623,supply,intermediate_supply
322,624,supply,intermediate_supply
322,713,supply,intermediate_supply
322,721,supply,intermediate_supply
322,722,supply,intermediate_supply
322,5411,supply,intermediate_supply
322,5415,supply,intermediate_supply
322,111CA,supply,intermediate_supply
322,113FF,supply,intermediate_supply
322,311FT,supply,intermediate_supply
322,313TT,supply,intermediate_supply
322,315AL,supply,intermediate_supply
322,3361MV,supply,intermediate_supply
322,3364OT,supply,intermediate_supply
322,487OS,supply,intermediate_supply
322,4A0,supply,intermediate_supply
322,521CI,supply,intermediate_supply
322,532RL,supply,intermediate_supply
322,5412OP,supply,intermediate_supply
322,711AS,supply,intermediate_supply
322,GFE,supply,intermediate_supply
322,GFGD,supply,intermediate_supply
322,GFGN,supply,intermediate_supply
322,GSLE,supply,intermediate_supply
322,GSLG,supply,intermediate_supply
322,HS,supply,intermediate_supply
322,ORE,supply,intermediate_supply
323,22,supply,intermediate_supply
323,23,supply,intermediate_supply
323,42,supply,intermediate_supply
323,55,supply,intermediate_supply
323,61,supply,intermediate_supply
323,81,supply,intermediate_supply
323,211,supply,intermediate_supply
323,212,supply,intermediate_supply
323,213,supply,intermediate_supply
323,321,supply,intermediate_supply
323,322,supply,intermediate_supply
323,323,supply,intermediate_supply
323,324,supply,intermediate_supply
323,325,supply,intermediate_supply
323,326,supply,intermediate_supply
323,327,supply,intermediate_supply
323,331,supply,intermediate_supply
323,332,supply,intermediate_supply
323,333,supply,intermediate_supply
323,334,supply,intermediate_supply
323,335,supply,intermediate_supply
323,337,supply,intermediate_supply
323,339,supply,intermediate_supply
323,441,supply,intermediate_supply
323,445,supply,intermediate_supply
323,452,supply,intermediate_supply
323,481,supply,intermediate_supply
323,482,supply,intermediate_supply
323,483,supply,intermediate_supply
323,484,supply,intermediate_supply
323,485,supply,intermediate_supply
323,486,supply,intermediate_supply
323,493,supply,intermediate_supply
323,511,supply,intermediate_supply
323,512,supply,intermediate_supply
323,513,supply,intermediate_supply
323,514,supply,intermediate_supply
323,523,supply,intermediate_supply
323,524,supply,intermediate_supply
323,525,supply,intermediate_supply
323,561,supply,intermediate_supply
323,562,supply,intermediate_supply
323,621,supply,intermediate_supply
323,622,supply,intermediate_supply
323,623,supply,intermediate_supply
323,624,supply,intermediate_supply
323,713,supply,intermediate_supply
323,721,supply,intermediate_supply
323,722,supply,intermediate_supply
323,5411,supply,intermediate_supply
323,5415,supply,intermediate_supply
323,111CA,supply,intermediate_supply
323,113FF,supply,intermediate_supply
323,311FT,supply,intermediate_supply
323,313TT,supply,intermediate_supply
323,315AL,supply,intermediate_supply
323,3361MV,supply,intermediate_supply
323,3364OT,supply,intermediate_supply
323,487OS,supply,intermediate_supply
323,4A0,supply,intermediate_supply
323,521CI,supply,intermediate_supply
323,532RL,supply,intermediate_supply
323,5412OP,supply,intermediate_supply
323,711AS,supply,intermediate_supply
323,GFE,supply,intermediate_supply
323,GFGD,supply,intermediate_supply
323,GFGN,supply,intermediate_supply
323,GSLE,supply,intermediate_supply
323,GSLG,supply,intermediate_supply
323,HS,supply,intermediate_supply
323,ORE,supply,intermediate_supply
324,22,supply,intermediate_supply
324,23,supply,intermediate_supply
324,42,supply,intermediate_supply
324,55,supply,intermediate_supply
324,61,supply,intermediate_supply
324,81,supply,intermediate_supply
324,211,supply,intermediate_supply
324,212,supply,intermediate_supply
324,213,supply,intermediate_supply
324,321,supply,intermediate_supply
324,322,supply,intermediate_supply
324,323,supply,intermediate_supply
324,324,supply,intermediate_supply
324,325,supply,intermediate_supply
324,326,supply,intermediate_supply
324,327,supply,intermediate_supply
324,331,supply,intermediate_supply
324,332,supply,intermediate_supply
324,333,supply,intermediate_supply
324,334,supply,intermediate_supply
324,335,supply,intermediate_supply
324,337,supply,intermediate_supply
324,339,supply,intermediate_supply
324,441,supply,intermediate_supply
324,445,supply,intermediate_supply
324,452,supply,intermediate_supply
324,481,supply,intermediate_supply
324,482,supply,intermediate_supply
324,483,supply,intermediate_supply
324,484,supply,intermediate_supply
324,485,supply,intermediate_supply
324,486,supply,intermediate_supply
324,493,supply,intermediate_supply
324,511,supply,intermediate_supply
324,512,supply,intermediate_supply
324,513,supply,intermediate_supply
324,514,supply,intermediate_supply
324,523,supply,intermediate_supply
324,524,supply,intermediate_supply
324,525,supply,intermediate_supply
324,561,supply,intermediate_supply
324,562,supply,intermediate_supply
324,621,supply,intermediate_supply
324,622,supply,intermediate_supply
324,623,supply,intermediate_supply
324,624,supply,intermediate_supply
324,713,supply,intermediate_supply
324,721,supply,intermediate_supply
324,722,supply,intermediate_supply
324,5411,supply,intermediate_supply
324,5415,supply,intermediate_supply
324,111CA,supply,intermediate_supply
324,113FF,supply,intermediate_supply
324,311FT,supply,intermediate_supply
324,313TT,supply,intermediate_supply
324,315AL,supply,intermediate_supply
324,3361MV,supply,intermediate_supply
324,3364OT,supply,intermediate_supply
324,487OS,supply,intermediate_supply
324,4A0,supply,intermediate_supply
324,521CI,supply,intermediate_supply
324,532RL,supply,intermediate_supply
324,5412OP,supply,intermediate_supply
324,711AS,supply,intermediate_supply
324,GFE,supply,intermediate_supply
324,GFGD,supply,intermediate_supply
324,GFGN,supply,intermediate_supply
324,GSLE,supply,intermediate_supply
324,GSLG,supply,intermediate_supply
324,HS,supply,intermediate_supply
324,ORE,supply,intermediate_supply
325,22,supply,intermediate_supply
325,23,supply,intermediate_supply
325,42,supply,intermediate_supply
325,55,supply,intermediate_supply
325,61,supply,intermediate_supply
325,81,supply,intermediate_supply
325,211,supply,intermediate_supply
325,212,supply,intermediate_supply
325,213,supply,intermediate_supply
325,321,supply,intermediate_supply
325,322,supply,intermediate_supply
325,323,supply,intermediate_supply
325,324,supply,intermediate_supply
325,325,supply,intermediate_supply
325,326,supply,intermediate_supply
325,327,supply,intermediate_supply
325,331,supply,intermediate_supply
325,332,supply,intermediate_supply
325,333,supply,intermediate_supply
325,334,supply,intermediate_supply
325,335,supply,intermediate_supply
325,337,supply,intermediate_supply
325,339,supply,intermediate_supply
325,441,supply,intermediate_supply
325,445,supply,intermediate_supply
325,452,supply,intermediate_supply
325,481,supply,intermediate_supply
325,482,supply,intermediate_supply
325,483,supply,intermediate_supply
325,484,supply,intermediate_supply
325,485,supply,intermediate_supply
325,486,supply,intermediate_supply
325,493,supply,intermediate_supply
325,511,supply,intermediate_supply
325,512,supply,intermediate_supply
325,513,supply,intermediate_supply
325,514,supply,intermediate_supply
325,523,supply,intermediate_supply
325,524,supply,intermediate_supply
325,525,supply,intermediate_supply
325,561,supply,intermediate_supply
325,562,supply,intermediate_supply
325,621,supply,intermediate_supply
325,622,supply,intermediate_supply
325,623,supply,intermediate_supply
325,624,supply,intermediate_supply
325,713,supply,intermediate_supply
