yr,i,m,value,
2009,gmt,trn,9.3874962231306900E-13,
2005,gmt,trn,2.7834731414156300E-11,
2006,gmt,trn,6.6718281118271800E-11,
2012,gmt,trn,1.7637107611036500E-12,
2014,gmt,trn,9.1131048245194900E-12,
2013,gmt,trn,6.6900795757873000E-12,
1999,gmt,trn,3.9242136354895600E-12,
2002,gmt,trn,1.6171064360540200E-11,
2017,gmt,trn,5.5630047545680400E-12,
2016,gmt,trn,7.5483278678427600E-12,
2015,gmt,trn,1.6513557576358900E-11,
1998,gmt,trn,1.3716024967065000E-12,
2004,gmt,trn,2.4065199692294600E-11,
2000,gmt,trn,8.9199397323774500E-12,
1997,gmt,trn,3.7017719969231100E-12,
2007,gmt,trn,1.3502135426798400E-12,
2010,gmt,trn,4.1479117453259700E-13,
2003,gmt,trn,1.8846990453150000E-11,
2011,gmt,trn,8.0591022049075600E-13,
2001,gmt,trn,5.2782616773557200E-12,
2008,wtt,trn,2.5915411656387100E+01,
2009,wtt,trn,1.9419494648087200E+01,
2005,wtt,trn,1.6069411133929900E+01,
2006,wtt,trn,1.9450982661550700E+01,
2012,wtt,trn,1.9013799236881000E+01,
2014,wtt,trn,1.8878074532992000E+01,
2013,wtt,trn,1.6157227833531400E+01,
1999,wtt,trn,8.8281907215093000E+00,
2002,wtt,trn,7.7761106670451400E+00,
2017,wtt,trn,1.6538267599278000E+01,
2016,wtt,trn,1.6799101932015600E+01,
2015,wtt,trn,1.8669622865395000E+01,
1998,wtt,trn,9.2606677921632900E+00,
2004,wtt,trn,1.3659444258430900E+01,
2000,wtt,trn,8.8801051374842200E+00,
1997,wtt,trn,9.3543318172023600E+00,
2007,wtt,trn,2.2255260743128100E+01,
2010,wtt,trn,1.9370219283411100E+01,
2003,wtt,trn,1.0294513696329600E+01,
2011,wtt,trn,1.8668187891202000E+01,
2001,wtt,trn,8.4999872483988300E+00,
2008,wpd,trn,2.1973503592153700E-12,
2009,wpd,trn,9.3752813130056900E-13,
2005,wpd,trn,2.7912026745869700E-11,
2006,wpd,trn,6.6877942907799600E-11,
2012,wpd,trn,1.7567690015663600E-12,
2014,wpd,trn,9.1056321058456600E-12,
2013,wpd,trn,6.6737352164910900E-12,
1999,wpd,trn,3.9297076475720200E-12,
2002,wpd,trn,1.6185198825235900E-11,
2017,wpd,trn,5.5578918752137300E-12,
2016,wpd,trn,7.5544816749701600E-12,
2015,wpd,trn,1.6539860414039300E-11,
1998,wpd,trn,1.3720179470453200E-12,
2004,wpd,trn,2.4136262215206400E-11,
2000,wpd,trn,8.9322782409484300E-12,
1997,wpd,trn,3.7053830913283000E-12,
2007,wpd,trn,1.3494479256168100E-12,
2010,wpd,trn,4.1388235500236400E-13,
2003,wpd,trn,1.8858077194461700E-11,
2011,wpd,trn,8.0304762304546000E-13,
2001,wpd,trn,5.2831079486597100E-12,
2008,wht,trn,2.2046899751282900E-12,
2009,wht,trn,9.3898191645382000E-13,
2005,wht,trn,2.7855472466725600E-11,
2006,wht,trn,6.6777630170208600E-11,
2012,wht,trn,1.7639596291544700E-12,
2014,wht,trn,9.1189658728530900E-12,
2013,wht,trn,6.6936164210877900E-12,
1999,wht,trn,3.9280282473440900E-12,
2002,wht,trn,1.6180253680953600E-11,
2017,wht,trn,5.5729453500990200E-12,
2016,wht,trn,7.5550650487171800E-12,
2015,wht,trn,1.6527507770026600E-11,
1998,wht,trn,1.3733974439410400E-12,
2004,wht,trn,2.4083023048782200E-11,
2000,wht,trn,8.9249110552162700E-12,
1997,wht,trn,3.7063901040138500E-12,
2007,wht,trn,1.3498700332886800E-12,
2010,wht,trn,4.1507014655874400E-13,
2003,wht,trn,1.8858095881633100E-11,
2011,wht,trn,8.0566922736638100E-13,
2001,wht,trn,5.2823997924382000E-12,
2008,wrh,trn,2.2100436733498800E-12,
2009,wrh,trn,9.4088841756919500E-13,
2005,wrh,trn,2.7867990972562300E-11,
2006,wrh,trn,6.6800217693360900E-11,
2012,wrh,trn,1.7654831432794100E-12,
2014,wrh,trn,9.1170942391436100E-12,
2013,wrh,trn,6.6929710382579800E-12,
1999,wrh,trn,3.9455486433436600E-12,
2002,wrh,trn,1.6237584415583500E-11,
2017,wrh,trn,5.5854468364888700E-12,
2016,wrh,trn,7.5545403583691800E-12,
2015,wrh,trn,1.6533817603256800E-11,
1998,wrh,trn,1.3824823482657100E-12,
2004,wrh,trn,2.4127918990180200E-11,
2000,wrh,trn,8.9633914414227500E-12,
1997,wrh,trn,3.7195807106375400E-12,
2007,wrh,trn,1.3536805506297900E-12,
2010,wrh,trn,4.1576878542550100E-13,
2003,wrh,trn,1.8914740351598400E-11,
2011,wrh,trn,8.0725327340803900E-13,
2001,wrh,trn,5.3062256161268100E-12,
2008,ott,trn,2.2069494238816200E-12,
2009,ott,trn,9.4000304084336800E-13,
2005,ott,trn,2.7877310428415000E-11,
2006,ott,trn,6.6838849001474500E-11,
2012,ott,trn,1.7661143198181700E-12,
2014,ott,trn,9.1276565595517900E-12,
2013,ott,trn,6.7005078897842800E-12,
1999,ott,trn,3.9290586357150500E-12,
2002,ott,trn,1.6185899561888800E-11,
2017,ott,trn,5.5726836783594400E-12,
2016,ott,trn,7.5577775981058900E-12,
2015,ott,trn,1.6534086138753500E-11,
1998,ott,trn,1.3732492082499300E-12,
2004,ott,trn,2.4092322448232200E-11,
2000,ott,trn,8.9303682682544600E-12,
1997,ott,trn,3.7052479764940400E-12,
2007,ott,trn,1.3518089473429300E-12,
2010,ott,trn,4.1547051167450700E-13,
2003,ott,trn,1.8863566270447000E-11,
2011,ott,trn,8.0676846319750700E-13,
2001,ott,trn,5.2837395978114700E-12,
2008,che,trn,2.2069686273051800E-12,
2009,che,trn,9.4128811524005600E-13,
2005,che,trn,2.7927050012853800E-11,
2006,che,trn,6.6954877848052300E-11,
2012,che,trn,1.7668154139740800E-12,
2014,che,trn,9.1359869774871700E-12,
2013,che,trn,6.7051851174634000E-12,
1999,che,trn,3.9334636156831900E-12,
2002,che,trn,1.6203099793480900E-11,
2017,che,trn,5.5771991772342900E-12,
2016,che,trn,7.5626301707642600E-12,
2015,che,trn,1.6554912882979700E-11,
1998,che,trn,1.3756825869801600E-12,
2004,che,trn,2.4136374794799600E-11,
2000,che,trn,8.9357640510633900E-12,
1997,che,trn,3.7127966239561600E-12,
2007,che,trn,1.3525077402136200E-12,
2010,che,trn,4.1603555678499200E-13,
2003,che,trn,1.8883685137826500E-11,
2011,che,trn,8.0639698621679500E-13,
2001,che,trn,5.2897570075031700E-12,
2008,air,trn,3.8192768367758800E+00,
2009,air,trn,2.6871760884188100E+00,
2005,air,trn,2.7889528479988700E+00,
2006,air,trn,3.0949515710944900E+00,
2012,air,trn,4.0091881738482000E+00,
2014,air,trn,3.1579136130753600E+00,
2013,air,trn,3.2020961193013500E+00,
1999,air,trn,2.4976785625869200E+00,
2002,air,trn,1.6243311191109100E+00,
2017,air,trn,3.2640495737816500E+00,
2016,air,trn,3.1625608592833200E+00,
2015,air,trn,2.8778871828086300E+00,
1998,air,trn,2.3362414898355900E+00,
2004,air,trn,2.2003594208467800E+00,
2000,air,trn,2.4278931146587400E+00,
1997,air,trn,6.1710948961234200E+00,
2007,air,trn,3.5463070645951000E+00,
2010,air,trn,3.3077052998309800E+00,
2003,air,trn,1.7186072618793300E+00,
2011,air,trn,3.9668473470114400E+00,
2001,air,trn,1.6942448313745200E+00,
2008,mmf,trn,2.2029553852436900E-12,
2009,mmf,trn,9.3953599042284100E-13,
2005,mmf,trn,2.7853910420375600E-11,
2006,mmf,trn,6.6749608726354600E-11,
2012,mmf,trn,1.7627688319882900E-12,
2014,mmf,trn,9.1097889011433700E-12,
2013,mmf,trn,6.6865709992287300E-12,
1999,mmf,trn,3.9200968998705300E-12,
2002,mmf,trn,1.6158364331906600E-11,
2017,mmf,trn,5.5515152056506200E-12,
2016,mmf,trn,7.5423595391565100E-12,
2015,mmf,trn,1.6512960464824100E-11,
1998,mmf,trn,1.3699935240003600E-12,
2004,mmf,trn,2.4081101269815000E-11,
2000,mmf,trn,8.9138521337191200E-12,
1997,mmf,trn,3.6999872398918100E-12,
2007,mmf,trn,1.3488330692430200E-12,
2010,mmf,trn,4.1526839783654100E-13,
2003,mmf,trn,1.8829140314268200E-11,
2011,mmf,trn,8.0593383785413100E-13,
2001,mmf,trn,5.2696162600781100E-12,
2008,otr,trn,2.2884966547786500E+00,
2009,otr,trn,1.7754804227564700E+00,
2005,otr,trn,1.8999648133074200E+00,
2006,otr,trn,1.9405973982820500E+00,
2012,otr,trn,2.6083190848828800E+00,
2014,otr,trn,2.7153849396618200E+00,
2013,otr,trn,2.3188754608671300E+00,
1999,otr,trn,9.8632925440486200E-01,
2002,otr,trn,1.6569890266027200E+00,
2017,otr,trn,2.9758646620935400E+00,
2016,otr,trn,2.6986016440059800E+00,
2015,otr,trn,2.7923680539537100E+00,
1998,otr,trn,6.8607543723676200E-01,
2004,otr,trn,1.7148340382653500E+00,
2000,otr,trn,1.3045619334439400E+00,
1997,otr,trn,5.8861844626022200E-01,
2007,otr,trn,2.1802479609646900E+00,
2010,otr,trn,2.2565505312434800E+00,
2003,otr,trn,1.6055885620753400E+00,
2011,otr,trn,2.4738363731167400E+00,
2001,otr,trn,1.3485837784889900E+00,
2008,min,trn,2.2101584658985600E-12,
2009,min,trn,9.4423471128392400E-13,
2005,min,trn,2.7954232466474900E-11,
2006,min,trn,6.7036506395806700E-11,
2012,min,trn,1.7712866474292200E-12,
2014,min,trn,9.1475309104494400E-12,
2013,min,trn,6.7207322833383000E-12,
1999,min,trn,3.9252829043363600E-12,
2002,min,trn,1.6182180872032900E-11,
2017,min,trn,5.5698894951236300E-12,
2016,min,trn,7.5626929663103200E-12,
2015,min,trn,1.6579521839867100E-11,
1998,min,trn,1.3708647704104300E-12,
2004,min,trn,2.4150138287954500E-11,
2000,min,trn,8.9219309451815700E-12,
1997,min,trn,3.7014171752022100E-12,
2007,min,trn,1.3548565077569200E-12,
2010,min,trn,4.1758584780918400E-13,
2003,min,trn,1.8860145230257100E-11,
2011,min,trn,8.0957805604680900E-13,
2001,min,trn,5.2759040898844600E-12,
2008,ppd,trd,2.2239977815129700E-12,
2009,ppd,trd,9.5087548200313400E-13,
2005,ppd,trd,2.8304254211270500E-11,
2006,ppd,trd,6.7894456511616700E-11,
2012,ppd,trd,1.7809266271216500E-12,
2014,ppd,trd,9.2019257091563300E-12,
2013,ppd,trd,6.7593252329293800E-12,
1999,ppd,trd,3.9679414938690200E-12,
2002,ppd,trd,1.6343681093145100E-11,
2017,ppd,trd,5.5978935113525100E-12,
2016,ppd,trd,7.6056381899401700E-12,
2015,ppd,trd,1.6667863202230500E-11,
1998,ppd,trd,1.3841597559309200E-12,
2004,ppd,trd,2.4394631789670100E-11,
2000,ppd,trd,9.0128067649130200E-12,
1997,ppd,trd,3.7300807363983600E-12,
2007,ppd,trd,1.3671993451168200E-12,
2010,ppd,trd,4.2060596433779900E-13,
2003,ppd,trd,1.9035212173582000E-11,
2011,ppd,trd,8.1237711430107400E-13,
2001,ppd,trd,5.3428225877003900E-12,
2008,res,trd,2.2208046204809400E-12,
2009,res,trd,9.5049353204231200E-13,
2005,res,trd,2.8319454466334800E-11,
2006,res,trd,6.7802415972673200E-11,
2012,res,trd,1.7770987931464100E-12,
2014,res,trd,9.1838653379730900E-12,
2013,res,trd,6.7435938232827500E-12,
1999,res,trd,3.9610164295031600E-12,
2002,res,trd,1.6332852427250400E-11,
2017,res,trd,5.6021285541263800E-12,
2016,res,trd,7.6043775856468600E-12,
2015,res,trd,1.6672297344643500E-11,
1998,res,trd,1.3837307824876500E-12,
2004,res,trd,2.4423377142246900E-11,
2000,res,trd,8.9973052316893200E-12,
1997,res,trd,3.7298507249274400E-12,
2007,res,trd,1.3642787056768600E-12,
2010,res,trd,4.2029483332767500E-13,
2003,res,trd,1.9025041709018800E-11,
2011,res,trd,8.1144512027490000E-13,
2001,res,trd,5.3353016667539000E-12,
2008,com,trd,2.2236164166605300E-12,
2009,com,trd,9.4824238805109200E-13,
2005,com,trd,2.8281350758093500E-11,
2006,com,trd,6.7814680131551700E-11,
2012,com,trd,1.7790636095406600E-12,
2014,com,trd,9.1802707602045500E-12,
2013,com,trd,6.7425758153977500E-12,
1999,com,trd,3.9535879333108900E-12,
2002,com,trd,1.6306294206960100E-11,
2017,com,trd,5.5884113546442500E-12,
2016,com,trd,7.5896086446896800E-12,
2015,com,trd,1.6631429157529500E-11,
1998,com,trd,1.3803502632402100E-12,
2004,com,trd,2.4348968382136500E-11,
2000,com,trd,8.9821306013479800E-12,
1997,com,trd,3.7174215640477300E-12,
2007,com,trd,1.3647825036838900E-12,
2010,com,trd,4.2023595259308100E-13,
2003,com,trd,1.8986490501493600E-11,
2011,com,trd,8.1162545603242300E-13,
2001,com,trd,5.3236247822480700E-12,
2008,amb,trd,2.2255271136124900E-12,
2009,amb,trd,9.5348727144075000E-13,
2005,amb,trd,2.8400282481091900E-11,
2006,amb,trd,6.8030115557431700E-11,
2012,amb,trd,1.7824085995348900E-12,
2014,amb,trd,9.2148903701892600E-12,
2013,amb,trd,6.7671039638522600E-12,
1999,amb,trd,3.9634284037681000E-12,
2002,amb,trd,1.6350238312001100E-11,
2017,amb,trd,5.6052416667675200E-12,
2016,amb,trd,7.6147293235773100E-12,
2015,amb,trd,1.6698411289292000E-11,
1998,amb,trd,1.3840828693007200E-12,
2004,amb,trd,2.4464070887059700E-11,
2000,amb,trd,9.0033674595023000E-12,
1997,amb,trd,3.7293657497114400E-12,
2007,amb,trd,1.3688585168301700E-12,
2010,amb,trd,4.2184084284807200E-13,
2003,amb,trd,1.9044585550718700E-11,
2011,amb,trd,8.1414071347042700E-13,
2001,amb,trd,5.3397807136965600E-12,
2008,fbp,trd,2.2284891087675800E-12,
2009,fbp,trd,9.5213524226593000E-13,
2005,fbp,trd,2.8400948556691300E-11,
2006,fbp,trd,6.8083951223635500E-11,
2012,fbp,trd,1.7831615228043900E-12,
2014,fbp,trd,9.2094844221828000E-12,
2013,fbp,trd,6.7651959165781200E-12,
1999,fbp,trd,3.9682854433863300E-12,
2002,fbp,trd,1.6355046429076400E-11,
2017,fbp,trd,5.6065384915394100E-12,
2016,fbp,trd,7.6108513978727800E-12,
2015,fbp,trd,1.6685750135558900E-11,
1998,fbp,trd,1.3858344952209300E-12,
2004,fbp,trd,2.4460778113957800E-11,
2000,fbp,trd,9.0137111340409800E-12,
1997,fbp,trd,3.7341268608407200E-12,
2007,fbp,trd,1.3688698332815400E-12,
2010,fbp,trd,4.2162032953367500E-13,
2003,fbp,trd,1.9051980230812700E-11,
2011,fbp,trd,8.1371442330518700E-13,
2001,fbp,trd,5.3456458770438100E-12,
2008,rec,trd,2.2170309942523500E-12,
2009,rec,trd,9.4992095304142900E-13,
2005,rec,trd,2.8301808605549300E-11,
2006,rec,trd,6.7778636446036000E-11,
2012,rec,trd,1.7743201200478900E-12,
2014,rec,trd,9.1717317304983800E-12,
2013,rec,trd,6.7359772335250500E-12,
1999,rec,trd,3.9443682771167000E-12,
2002,rec,trd,1.6284012375964000E-11,
2017,rec,trd,5.5616468174807400E-12,
2016,rec,trd,7.5851387376591400E-12,
2015,rec,trd,1.6649148713029100E-11,
1998,rec,trd,1.3753054207538700E-12,
2004,rec,trd,2.4396028394033700E-11,
2000,rec,trd,8.9701453766351300E-12,
1997,rec,trd,3.7138600881830500E-12,
2007,rec,trd,1.3633247969545200E-12,
2010,rec,trd,4.2014959406909500E-13,
2003,rec,trd,1.8973438621707000E-11,
2011,rec,trd,8.1047379302314900E-13,
2001,rec,trd,5.3073026281784400E-12,
2008,con,trd,2.2260359635027900E-12,
2009,con,trd,9.5111671656056500E-13,
2005,con,trd,2.8460543086100100E-11,
2006,con,trd,6.8150278498777600E-11,
2012,con,trd,1.7811652244300100E-12,
2014,con,trd,9.1978603969392700E-12,
2013,con,trd,6.7547844457980000E-12,
1999,con,trd,3.9693516949197900E-12,
2002,con,trd,1.6364235896523700E-11,
2017,con,trd,5.6060001444787900E-12,
2016,con,trd,7.6070041841126100E-12,
2015,con,trd,1.6672661394487900E-11,
1998,con,trd,1.3857731261891300E-12,
2004,con,trd,2.4494187188921400E-11,
2000,con,trd,9.0136181073823700E-12,
1997,con,trd,3.7337553246814400E-12,
2007,con,trd,1.3684470129512200E-12,
2010,con,trd,4.2090228495728500E-13,
2003,con,trd,1.9063798303369500E-11,
2011,con,trd,8.1288451964218200E-13,
2001,con,trd,5.3453425175342300E-12,
2008,agr,trd,2.2279839144204400E-12,
2009,agr,trd,9.5429735298040400E-13,
2005,agr,trd,2.8364720832264900E-11,
2006,agr,trd,6.7942044701054400E-11,
2012,agr,trd,1.7868661477990700E-12,
2014,agr,trd,9.2314077896762600E-12,
2013,agr,trd,6.7833958023651700E-12,
1999,agr,trd,3.9684829425860400E-12,
2002,agr,trd,1.6347872621774300E-11,
2017,agr,trd,5.6102353786808600E-12,
2016,agr,trd,7.6233576131830600E-12,
2015,agr,trd,1.6725220336110800E-11,
1998,agr,trd,1.3857479359852500E-12,
2004,agr,trd,2.4482824854603500E-11,
2000,agr,trd,9.0116229284895800E-12,
1997,agr,trd,3.7356192411069300E-12,
2007,agr,trd,1.3685640248484900E-12,
2010,agr,trd,4.2214566448247200E-13,
2003,agr,trd,1.9055832605900100E-11,
2011,agr,trd,8.1529613340187500E-13,
2001,agr,trd,5.3421086120558600E-12,
2008,eec,trd,2.2209423729158300E-12,
2009,eec,trd,9.4844042931468500E-13,
2005,eec,trd,2.8248642246196900E-11,
2006,eec,trd,6.7777924528177900E-11,
2012,eec,trd,1.7774781387458200E-12,
2014,eec,trd,9.1789708695489300E-12,
2013,eec,trd,6.7461088809284900E-12,
1999,eec,trd,3.9619559382735300E-12,
2002,eec,trd,1.6309227086341900E-11,
2017,eec,trd,5.5875202663309500E-12,
2016,eec,trd,7.5889513930563700E-12,
2015,eec,trd,1.6630674672225900E-11,
1998,eec,trd,1.3828422941307700E-12,
2004,eec,trd,2.4350570101147300E-11,
2000,eec,trd,8.9964890268767600E-12,
1997,eec,trd,3.7282915983965400E-12,
2007,eec,trd,1.3646673733281400E-12,
2010,eec,trd,4.1960259579917000E-13,
2003,eec,trd,1.8995863782200400E-11,
2011,eec,trd,8.1078947385871600E-13,
2001,eec,trd,5.3293977455459500E-12,
2008,fnd,trd,2.2324796865260400E-12,
2009,fnd,trd,9.5203506914878300E-13,
2005,fnd,trd,2.8383565898499200E-11,
2006,fnd,trd,6.8042743414329300E-11,
2012,fnd,trd,1.7851368297774300E-12,
2014,fnd,trd,9.2155668649180700E-12,
2013,fnd,trd,6.7692878754032500E-12,
1999,fnd,trd,3.9641451269058600E-12,
2002,fnd,trd,1.6340251022483400E-11,
2017,fnd,trd,5.6035046082076200E-12,
2016,fnd,trd,7.6129478745600900E-12,
2015,fnd,trd,1.6686532020633800E-11,
1998,fnd,trd,1.3830360629890000E-12,
2004,fnd,trd,2.4434165710563800E-11,
2000,fnd,trd,9.0040263931647900E-12,
1997,fnd,trd,3.7255254667576200E-12,
2007,fnd,trd,1.3692517753349800E-12,
2010,fnd,trd,4.2131136365364300E-13,
2003,fnd,trd,1.9036344453743300E-11,
2011,fnd,trd,8.1445255380949800E-13,
2001,fnd,trd,5.3361357199417700E-12,
2008,pub,trd,2.2290352293353000E-12,
2009,pub,trd,9.5189277093273200E-13,
2005,pub,trd,2.8347291982963200E-11,
2006,pub,trd,6.7945298080962600E-11,
2012,pub,trd,1.7853809306373300E-12,
2014,pub,trd,9.2109368808440400E-12,
2013,pub,trd,6.7688710345536500E-12,
1999,pub,trd,3.9646419505507600E-12,
2002,pub,trd,1.6335318817036800E-11,
2017,pub,trd,5.6003090755373600E-12,
2016,pub,trd,7.6075652135103600E-12,
2015,pub,trd,1.6672044916468400E-11,
1998,pub,trd,1.3831355327316200E-12,
2004,pub,trd,2.4414901996736100E-11,
2000,pub,trd,9.0019698101913700E-12,
1997,pub,trd,3.7269897118816000E-12,
2007,pub,trd,1.3686376270050500E-12,
2010,pub,trd,4.2165267407370200E-13,
2003,pub,trd,1.9028837315544000E-11,
2011,pub,trd,8.1439393139197100E-13,
2001,pub,trd,5.3350881426508800E-12,
2008,hou,trd,2.2321605353679000E-12,
2009,hou,trd,9.5501233691147000E-13,
2005,hou,trd,2.8501939053009700E-11,
2006,hou,trd,6.8303374401097800E-11,
2012,hou,trd,1.7887002471694800E-12,
2014,hou,trd,9.2202591613222100E-12,
2013,hou,trd,6.7769812218231500E-12,
1999,hou,trd,3.9682956801544200E-12,
2002,hou,trd,1.6352859324944700E-11,
2017,hou,trd,5.6060212119016900E-12,
2016,hou,trd,7.6172896999465900E-12,
2015,hou,trd,1.6703123583676000E-11,
1998,hou,trd,1.3850448055782100E-12,
2004,hou,trd,2.4499774660612800E-11,
2000,hou,trd,9.0112092128538600E-12,
1997,hou,trd,3.7322438416493800E-12,
2007,hou,trd,1.3711082423013200E-12,
2010,hou,trd,4.2331099035377100E-13,
2003,hou,trd,1.9043079163890000E-11,
2011,hou,trd,8.1612003185246300E-13,
2001,hou,trd,5.3422212161458200E-12,
2008,fbt,trd,1.5761586362257600E+02,
2009,fbt,trd,1.5582772471831700E+02,
2005,fbt,trd,1.4290825852753800E+02,
2006,fbt,trd,1.5025328694456200E+02,
2012,fbt,trd,1.6983593737466500E+02,
2014,fbt,trd,1.7732339662521200E+02,
2013,fbt,trd,1.7136239007378500E+02,
1999,fbt,trd,1.1681551325613300E+02,
2002,fbt,trd,1.2779540107437000E+02,
2017,fbt,trd,1.9520307725064800E+02,
2016,fbt,trd,1.8794234155639000E+02,
2015,fbt,trd,1.8515083375204900E+02,
1998,fbt,trd,1.1096014661085900E+02,
2004,fbt,trd,1.3819957957515400E+02,
2000,fbt,trd,1.1700651272405000E+02,
1997,fbt,trd,1.0799749593971600E+02,
2007,fbt,trd,1.5159855025826900E+02,
2010,fbt,trd,1.6074751958725800E+02,
2003,fbt,trd,1.3110909300451600E+02,
2011,fbt,trd,1.6665798842587400E+02,
2001,fbt,trd,1.2661374119906200E+02,
2008,ins,trd,2.2300507580083800E-12,
2009,ins,trd,9.5065935408084500E-13,
2005,ins,trd,2.8411067381945600E-11,
2006,ins,trd,6.8099654901745400E-11,
2012,ins,trd,1.7854037118510200E-12,
2014,ins,trd,9.2094469060806800E-12,
2013,ins,trd,6.7655505459307200E-12,
1999,ins,trd,3.9759742495693200E-12,
2002,ins,trd,1.6370883396317000E-11,
2017,ins,trd,5.6085668386666400E-12,
2016,ins,trd,7.6119282994898000E-12,
2015,ins,trd,1.6675400598584000E-11,
1998,ins,trd,1.3874728492109400E-12,
2004,ins,trd,2.4440804697945600E-11,
2000,ins,trd,9.0279225980681700E-12,
1997,ins,trd,3.7368025639348600E-12,
2007,ins,trd,1.3707200429914400E-12,
2010,ins,trd,4.2158056360434900E-13,
2003,ins,trd,1.9061742986070800E-11,
2011,ins,trd,8.1435471244506600E-13,
2001,ins,trd,5.3496890895612300E-12,
2008,tex,trd,2.2196164057437800E-12,
2009,tex,trd,9.4490670547964900E-13,
2005,tex,trd,2.8306474761344300E-11,
2006,tex,trd,6.7771255335998300E-11,
2012,tex,trd,1.7749657159773700E-12,
2014,tex,trd,9.1555445665678100E-12,
2013,tex,trd,6.7291260017537400E-12,
1999,tex,trd,3.9611659842370600E-12,
2002,tex,trd,1.6328331522915900E-11,
2017,tex,trd,5.5782502777874700E-12,
2016,tex,trd,7.5702788023254100E-12,
2015,tex,trd,1.6586488033739300E-11,
1998,tex,trd,1.3821820925816000E-12,
2004,tex,trd,2.4395375556852800E-11,
2000,tex,trd,8.9964863165841200E-12,
1997,tex,trd,3.7259076870638600E-12,
2007,tex,trd,1.3617102477540900E-12,
2010,tex,trd,4.1863532871365600E-13,
2003,tex,trd,1.9011859511163100E-11,
2011,tex,trd,8.1034481644353700E-13,
2001,tex,trd,5.3302439189340600E-12,
2008,leg,trd,2.2399335963235700E-12,
2009,leg,trd,9.5429877797910200E-13,
2005,leg,trd,2.8452947371535900E-11,
2006,leg,trd,6.8232573338685800E-11,
2012,leg,trd,1.7927396439505500E-12,
2014,leg,trd,9.2529094480654700E-12,
2013,leg,trd,6.7980387240058400E-12,
1999,leg,trd,3.9823309410141700E-12,
2002,leg,trd,1.6402502592671500E-11,
2017,leg,trd,5.6246348955296700E-12,
2016,leg,trd,7.6317102672100200E-12,
2015,leg,trd,1.6717504429081900E-11,
1998,leg,trd,1.3896623878713500E-12,
2004,leg,trd,2.4478996348942600E-11,
2000,leg,trd,9.0368049561601900E-12,
1997,leg,trd,3.7400043216839300E-12,
2007,leg,trd,1.3739787590349100E-12,
2010,leg,trd,4.2269546890610500E-13,
2003,leg,trd,1.9100760528474300E-11,
2011,leg,trd,8.1655957973184700E-13,
2001,leg,trd,5.3585188232858400E-12,
2008,fen,trd,2.2386016501740900E-12,
2009,fen,trd,9.5496100510067500E-13,
2005,fen,trd,2.8412626938886500E-11,
2006,fen,trd,6.8156470288217900E-11,
2012,fen,trd,1.7927804210216700E-12,
2014,fen,trd,9.2573320920776200E-12,
2013,fen,trd,6.7984364477713900E-12,
1999,fen,trd,3.9965954859134100E-12,
2002,fen,trd,1.6457454072590000E-11,
2017,fen,trd,5.6464824708967600E-12,
2016,fen,trd,7.6416379337248000E-12,
2015,fen,trd,1.6726349573034100E-11,
1998,fen,trd,1.3954084819019800E-12,
2004,fen,trd,2.4494246137865100E-11,
2000,fen,trd,9.0683778444854800E-12,
1997,fen,trd,3.7497434839699600E-12,
2007,fen,trd,1.3749465256093400E-12,
2010,fen,trd,4.2250633153076700E-13,
2003,fen,trd,1.9158398934200200E-11,
2011,fen,trd,8.1682282863052200E-13,
2001,fen,trd,5.3827178379642800E-12,
2008,uti,trd,2.2326440671865100E-12,
2009,uti,trd,9.5415664436759900E-13,
2005,uti,trd,2.8435971389238300E-11,
2006,uti,trd,6.8155466213795600E-11,
2012,uti,trd,1.7880177070872100E-12,
2014,uti,trd,9.2286557769265800E-12,
2013,uti,trd,6.7790885895631000E-12,
1999,uti,trd,3.9778057524259900E-12,
2002,uti,trd,1.6388126448509100E-11,
2017,uti,trd,5.6085859637983300E-12,
2016,uti,trd,7.6190558039660500E-12,
2015,uti,trd,1.6710139110731000E-11,
1998,uti,trd,1.3879524482494200E-12,
2004,uti,trd,2.4486520639630600E-11,
2000,uti,trd,9.0325486575550400E-12,
1997,uti,trd,3.7387247754337400E-12,
2007,uti,trd,1.3713326982989300E-12,
2010,uti,trd,4.2247428961254400E-13,
2003,uti,trd,1.9084091027363800E-11,
2011,uti,trd,8.1524184038085400E-13,
2001,uti,trd,5.3552539833763400E-12,
2008,nmp,trd,2.2184127476703100E-12,
2009,nmp,trd,9.4872759129046900E-13,
2005,nmp,trd,2.8322768611668600E-11,
2006,nmp,trd,6.7852000401450800E-11,
2012,nmp,trd,1.7750791733658700E-12,
2014,nmp,trd,9.1875906979864400E-12,
2013,nmp,trd,6.7428848613370800E-12,
1999,nmp,trd,3.9643709122166200E-12,
2002,nmp,trd,1.6323032197761200E-11,
2017,nmp,trd,5.5915985860952900E-12,
2016,nmp,trd,7.6029444091354200E-12,
2015,nmp,trd,1.6677717162776000E-11,
1998,nmp,trd,1.3833585004425000E-12,
2004,nmp,trd,2.4418802503837900E-11,
2000,nmp,trd,9.0010087296615300E-12,
1997,nmp,trd,3.7301075739153700E-12,
2007,nmp,trd,1.3650685792865100E-12,
2010,nmp,trd,4.1949759480938100E-13,
2003,nmp,trd,1.9010958215142400E-11,
2011,nmp,trd,8.1061631605285400E-13,
2001,nmp,trd,5.3319691311585500E-12,
2008,brd,trd,2.2358621627147400E-12,
2009,brd,trd,9.5447248252625000E-13,
2005,brd,trd,2.8465382942130200E-11,
