yr,va,j,Value
2015,compen,alt,8.109376852
2015,compen,pmt,35.3711615
2015,compen,trk,89.98957937
2015,compen,fdd,242.1885518
2015,compen,gmt,89.57830102
2015,compen,wtt,7.469410314
2015,compen,wpd,20.32382288
2015,compen,wht,505.8633019
2015,compen,wrh,43.19745623
2015,compen,ott,278.2781195
2015,compen,che,100.0682074
2015,compen,air,51.40710657
2015,compen,mmf,51.51038135
2015,compen,otr,79.15698886
2015,compen,min,17.99359341
2016,surplus,ppd,26.82661165
2016,surplus,res,86.6613049
2016,surplus,com,51.98433524
2016,surplus,amb,153.0398275
2016,surplus,fbp,125.2429475
2016,surplus,rec,21.25062054
2016,surplus,con,250.5042477
2016,surplus,agr,101.6263052
2016,surplus,eec,22.42713713
2016,surplus,fnd,106.2336634
2016,surplus,pub,109.0053592
2016,surplus,hou,1587.694884
2016,surplus,fbt,30.08573487
2016,surplus,ins,272.2225474
2016,surplus,tex,5.684361151
2016,surplus,leg,108.5973351
2016,surplus,fen,6.455305571
2016,surplus,uti,161.5022838
2016,surplus,nmp,27.64598782
2016,surplus,brd,294.4767443
2016,surplus,bnk,324.6300472
2016,surplus,ore,326.7145025
2016,surplus,edu,46.58611054
2016,surplus,ote,68.35507745
2016,surplus,man,37.8853011
2016,surplus,mch,49.00857257
2016,surplus,dat,128.3333317
2016,surplus,amd,52.00287514
2016,surplus,oil,73.7351213
2016,surplus,hos,67.1779514
2016,surplus,rnt,165.3426093
2016,surplus,pla,32.8325967
2016,surplus,fof,9.147664087
2016,surplus,fin,16.36785654
2016,surplus,tsv,256.2673475
2016,surplus,nrs,8.23822945
2016,surplus,sec,34.57413531
2016,surplus,art,57.18255356
2016,surplus,mov,51.22819714
2016,surplus,fpd,8.794185068
2016,surplus,slg,195.2404709
2016,surplus,pri,13.96930671
2016,surplus,grd,20.01641648
2016,surplus,pip,27.9002488
2016,surplus,sle,60.2679554
2016,surplus,osv,86.55440978
2016,surplus,trn,17.35087506
2016,surplus,smn,5.441722203
2016,surplus,fmt,46.99002174
2016,surplus,pet,61.26887925
2016,surplus,mvt,38.99615594
2016,surplus,cep,123.2720426
2016,surplus,wst,17.24162046
2016,surplus,mot,78.717168
2016,surplus,adm,118.788258
2016,surplus,soc,10.00929249
2016,surplus,alt,1.238894151
2016,surplus,pmt,26.96266001
2016,surplus,trk,50.27226054
2016,surplus,fdd,159.8233255
2016,surplus,gmt,11.85941155
2016,surplus,wtt,5.731377782
2016,surplus,wpd,13.36438288
2016,surplus,wht,405.2932836
2016,surplus,wrh,8.510885884
2016,surplus,ott,157.8575711
2016,surplus,che,239.2328391
2016,surplus,air,55.72904616
2016,surplus,mmf,33.70163026
2016,surplus,otr,27.8729736
2016,surplus,min,26.07663477
2016,compen,ppd,30.33678705
2016,compen,res,278.2175911
2016,compen,com,247.0283897
2016,compen,amb,519.4123533
2016,compen,fbp,107.1212499
2016,compen,rec,52.0986856
2016,compen,con,486.6977161
2016,compen,agr,29.27950417
2016,compen,eec,35.01803915
2016,compen,fnd,180.0858839
2016,compen,pub,118.9075727
2016,compen,hou,18.08550672
2016,compen,fbt,92.71846712
2016,compen,ins,256.4232953
2016,compen,tex,11.96430256
2016,compen,leg,126.3015058
2016,compen,fen,59.39304488
2016,compen,uti,82.55552905
2016,compen,nmp,27.90001372
2016,compen,brd,113.6487739
2016,compen,bnk,249.6070831
2016,compen,ore,88.2774563
2016,compen,edu,191.241061
2016,compen,ote,77.7116201
2016,compen,man,305.6570601
2016,compen,mch,90.84103287
2016,compen,dat,61.95647734
2016,compen,amd,79.61830572
2016,compen,oil,33.72920423
2016,compen,hos,380.9107455
2016,compen,rnt,34.76039787
2016,compen,pla,44.7489783
2016,compen,fof,24.63964356
2016,compen,fin,1.622666744
2016,compen,tsv,568.2061453
2016,compen,nrs,128.8139489
2016,compen,sec,238.2304005
2016,compen,art,56.35997762
2016,compen,mov,35.80059416
2016,compen,fpd,20.87275342
2016,compen,slg,1302.247448
2016,compen,pri,26.14195981
2016,compen,grd,20.770487
2016,compen,pip,7.034673958
2016,compen,sle,104.1843964
2016,compen,osv,298.3088228
2016,compen,trn,21.41701364
2016,compen,smn,24.68654121
2016,compen,fmt,96.17860108
2016,compen,pet,19.34979778
2016,compen,mvt,114.1132348
2016,compen,cep,142.7325746
2016,compen,wst,26.95678095
2016,compen,mot,72.33253525
2016,compen,adm,383.5858301
2016,compen,soc,107.5168835
2016,compen,alt,8.00019866
2016,compen,pmt,34.4803412
2016,compen,trk,90.46741281
2016,compen,fdd,245.888123
2016,compen,gmt,91.04353068
2016,compen,wtt,7.243525278
2016,compen,wpd,20.96106331
2016,compen,wht,507.4062658
2016,compen,wrh,48.54371934
2016,compen,ott,285.5408524
2016,compen,che,98.68611269
2016,compen,air,57.02598975
2016,compen,mmf,51.6742355
2016,compen,otr,82.46069055
2016,compen,min,16.3451334
2017,surplus,ppd,23.51748694
2017,surplus,res,88.95471741
2017,surplus,com,53.76570485
2017,surplus,amb,158.3048969
2017,surplus,fbp,119.6502412
2017,surplus,rec,20.31685238
2017,surplus,con,264.2525019
2017,surplus,agr,108.7522037
2017,surplus,eec,25.83507695
2017,surplus,fnd,110.4498226
2017,surplus,pub,113.4250715
2017,surplus,hou,1657.623901
2017,surplus,fbt,29.5133579
2017,surplus,ins,255.3220189
2017,surplus,tex,5.373290337
2017,surplus,leg,110.6982307
2017,surplus,fen,9.347841616
2017,surplus,uti,171.160271
2017,surplus,nmp,28.1350856
2017,surplus,brd,285.0612145
2017,surplus,bnk,322.8298384
2017,surplus,ore,348.175682
2017,surplus,edu,47.60051275
2017,surplus,ote,70.15203776
2017,surplus,man,39.83894628
2017,surplus,mch,49.53864215
2017,surplus,dat,149.8062062
2017,surplus,amd,53.79086949
2017,surplus,oil,127.2313351
2017,surplus,hos,67.22280464
2017,surplus,rnt,165.5610273
2017,surplus,pla,28.10870721
2017,surplus,fof,8.094737046
2017,surplus,fin,18.40022065
2017,surplus,tsv,260.6057823
2017,surplus,nrs,8.270403291
2017,surplus,sec,49.85518556
2017,surplus,art,59.83206314
2017,surplus,mov,50.36854282
2017,surplus,fpd,6.931602231
2017,surplus,slg,202.3443504
2017,surplus,pri,12.79300385
2017,surplus,grd,20.95899993
2017,surplus,pip,28.89246445
2017,surplus,sle,60.34644085
2017,surplus,osv,87.34512834
2017,surplus,trn,19.24622442
2017,surplus,smn,9.615869851
2017,surplus,fmt,46.73729666
2017,surplus,pet,105.7070311
2017,surplus,mvt,37.62332625
2017,surplus,cep,121.4777664
2017,surplus,wst,19.06100772
2017,surplus,mot,78.53146679
2017,surplus,adm,129.9503183
2017,surplus,soc,9.58169888
2017,surplus,alt,1.115505486
2017,surplus,pmt,27.13187088
2017,surplus,trk,54.96464935
2017,surplus,fdd,160.6314904
2017,surplus,gmt,11.70742739
2017,surplus,wtt,5.985609973
2017,surplus,wpd,15.68603391
2017,surplus,wht,406.0734918
2017,surplus,wrh,8.011385522
2017,surplus,ott,161.8374714
2017,surplus,che,239.6470239
2017,surplus,air,57.15572933
2017,surplus,mmf,36.78978967
2017,surplus,otr,28.25834565
2017,surplus,min,34.72169477
2017,compen,ppd,31.07955695
2017,compen,res,293.3985843
2017,compen,com,265.3538494
2017,compen,amb,545.0305722
2017,compen,fbp,113.3262853
2017,compen,rec,54.04228336
2017,compen,con,517.3842453
2017,compen,agr,30.31122485
2017,compen,eec,36.88063182
2017,compen,fnd,186.510422
2017,compen,pub,130.8220886
2017,compen,hou,18.94539997
2017,compen,fbt,95.44156737
2017,compen,ins,272.5368009
2017,compen,tex,12.24076298
2017,compen,leg,131.7391903
2017,compen,fen,60.29151097
2017,compen,uti,84.08820543
2017,compen,nmp,29.39180137
2017,compen,brd,113.4338181
2017,compen,bnk,265.5505746
2017,compen,ore,93.68738184
2017,compen,edu,190.733895
2017,compen,ote,79.43122775
2017,compen,man,325.8944584
2017,compen,mch,94.87804313
2017,compen,dat,70.33768088
2017,compen,amd,83.0128677
2017,compen,oil,29.30354242
2017,compen,hos,396.2103644
2017,compen,rnt,36.38949738
2017,compen,pla,46.95151969
2017,compen,fof,25.36224153
2017,compen,fin,2.064980909
2017,compen,tsv,594.1796998
2017,compen,nrs,131.6906528
2017,compen,sec,259.6432425
2017,compen,art,59.11365756
2017,compen,mov,35.83757092
2017,compen,fpd,21.84305847
2017,compen,slg,1337.755398
2017,compen,pri,26.21271395
2017,compen,grd,22.15528301
2017,compen,pip,7.453734263
2017,compen,sle,106.9265254
2017,compen,osv,308.6125583
2017,compen,trn,21.3842601
2017,compen,smn,30.26040118
2017,compen,fmt,99.98707681
2017,compen,pet,20.26975076
2017,compen,mvt,117.4760643
2017,compen,cep,150.7095127
2017,compen,wst,29.87273967
2017,compen,mot,75.55834859
2017,compen,adm,409.9703932
2017,compen,soc,114.0473185
2017,compen,alt,7.824417438
2017,compen,pmt,36.13787586
2017,compen,trk,95.03069675
2017,compen,fdd,249.959724
2017,compen,gmt,92.27833957
2017,compen,wtt,7.428532789
2017,compen,wpd,22.13309938
2017,compen,wht,528.9187036
2017,compen,wrh,53.8529812
2017,compen,ott,297.0009656
2017,compen,che,102.3331316
2017,compen,air,60.13112018
2017,compen,mmf,54.05143962
2017,compen,otr,87.82164303
2017,compen,min,17.58068067
